price_change_percent_signed,product_id,product_name,type,curr_price,curr_scrape_date,prev_price,prev_scrape_date,listing_url,source,paths
+151.35%,14554718-14387027,CAPPUCCINO LEATHER SHOULDER BAG,PRODUCT_PRICE_CHANGE,2511.0,2024-11-30,999.0,2024-11-30,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/SHOULDER-BAGS/CAPPUCCINO-LEATHER-SHOULDER-BAG/14387027/14554718/PRADA/,ITALIST,"{'raw_scrape_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/raw_scrapes', 'filtered_data_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/filtered_data', 'reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports', 'sold_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/sold_report_output', 'price_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/price_report_output', 'archive_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/archives'}"
+119.12%,14551812-14384121,BLACK LEATHER CROSSBODY BAG,PRODUCT_PRICE_CHANGE,2189.0,2024-11-30,999.0,2024-11-30,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/BLACK-LEATHER-CROSSBODY-BAG/14384121/14551812/PRADA/,ITALIST,"{'raw_scrape_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/raw_scrapes', 'filtered_data_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/filtered_data', 'reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports', 'sold_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/sold_report_output', 'price_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/price_report_output', 'archive_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/archives'}"
+119.12%,14533201-14365510,BLACK LEATHER CROSSBODY BAG,PRODUCT_PRICE_CHANGE,2189.0,2024-11-30,999.0,2024-11-30,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/SHOULDER-BAGS/BLACK-LEATHER-CROSSBODY-BAG/14365510/14533201/PRADA/,ITALIST,"{'raw_scrape_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/raw_scrapes', 'filtered_data_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/filtered_data', 'reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports', 'sold_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/sold_report_output', 'price_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/price_report_output', 'archive_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/archives'}"
+70.27%,14517370-14349679,MIDNIGHT BLUE RE-NYLON LARGE RE-EDITION 1978 SHOPPING BAG,PRODUCT_PRICE_CHANGE,1701.0,2024-11-30,999.0,2024-11-30,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/MIDNIGHT-BLUE-RE-NYLON-LARGE-RE-EDITION-1978-SHOPPING-BAG/14349679/14517370/PRADA/,ITALIST,"{'raw_scrape_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/raw_scrapes', 'filtered_data_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/filtered_data', 'reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports', 'sold_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/sold_report_output', 'price_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/price_report_output', 'archive_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/archives'}"
+158.26%,14517368-14349677,WHITE LEATHER CLEO SHOULDER BAG,PRODUCT_PRICE_CHANGE,2580.0,2024-11-30,999.0,2024-11-30,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/WHITE-LEATHER-CLEO-SHOULDER-BAG/14349677/14517368/PRADA/,ITALIST,"{'raw_scrape_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/raw_scrapes', 'filtered_data_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/filtered_data', 'reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports', 'sold_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/sold_report_output', 'price_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/price_report_output', 'archive_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/archives'}"
+187.49%,14517365-14349674,SAND LEATHER SMALL PANIER HANDBAG,PRODUCT_PRICE_CHANGE,2872.0,2024-11-30,999.0,2024-11-30,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/SAND-LEATHER-SMALL-PANIER-HANDBAG/14349674/14517365/PRADA/,ITALIST,"{'raw_scrape_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/raw_scrapes', 'filtered_data_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/filtered_data', 'reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports', 'sold_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/sold_report_output', 'price_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/price_report_output', 'archive_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/archives'}"
+109.31%,14463824-14296133,BLACK LEATHER CROSSBODY BAG,PRODUCT_PRICE_CHANGE,2091.0,2024-11-30,999.0,2024-11-30,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/SHOULDER-BAGS/BLACK-LEATHER-CROSSBODY-BAG/14296133/14463824/PRADA/,ITALIST,"{'raw_scrape_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/raw_scrapes', 'filtered_data_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/filtered_data', 'reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports', 'sold_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/sold_report_output', 'price_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/price_report_output', 'archive_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/archives'}"
+145.95%,14455300-14287609,RE-EDITION 1978 RE-NYLON AND SAFFIANO LARGE BLACK TOP CASE,PRODUCT_PRICE_CHANGE,2457.0,2024-11-30,999.0,2024-11-30,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/LUGGAGE/RE-EDITION-1978-RE-NYLON-AND-SAFFIANO-LARGE-BLACK-TOP-CASE/14287609/14455300/PRADA/,ITALIST,"{'raw_scrape_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/raw_scrapes', 'filtered_data_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/filtered_data', 'reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports', 'sold_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/sold_report_output', 'price_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/price_report_output', 'archive_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/archives'}"
+138.64%,14445396-14277705,LIGHT PINK LEATHER SHOULDER BAG,PRODUCT_PRICE_CHANGE,2384.0,2024-11-30,999.0,2024-11-30,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/LIGHT-PINK-LEATHER-SHOULDER-BAG/14277705/14445396/PRADA/,ITALIST,"{'raw_scrape_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/raw_scrapes', 'filtered_data_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/filtered_data', 'reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports', 'sold_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/sold_report_output', 'price_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/price_report_output', 'archive_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/archives'}"
+70.27%,14385668-14217977,MUD RE-NYLON LARGE RE-EDITION 1978 SHOPPING BAG,PRODUCT_PRICE_CHANGE,1701.0,2024-11-30,999.0,2024-11-30,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/MUD-RE-NYLON-LARGE-RE-EDITION-1978-SHOPPING-BAG/14217977/14385668/PRADA/,ITALIST,"{'raw_scrape_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/raw_scrapes', 'filtered_data_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/filtered_data', 'reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports', 'sold_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/sold_report_output', 'price_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/price_report_output', 'archive_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/archives'}"
+116.52%,14633205-14465514,LEATHER CROSSBODY MEDIUM BAG,PRODUCT_PRICE_CHANGE,2163.0,2024-11-30,999.0,2024-11-30,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/SHOULDER-BAGS/LEATHER-CROSSBODY-MEDIUM-BAG/14465514/14633205/PRADA/,ITALIST,"{'raw_scrape_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/raw_scrapes', 'filtered_data_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/filtered_data', 'reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports', 'sold_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/sold_report_output', 'price_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/price_report_output', 'archive_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/archives'}"
+248.05%,14627108-14459417,PRADA BUCKLE SMALL LEATHER BAG,PRODUCT_PRICE_CHANGE,3477.0,2024-11-30,999.0,2024-11-30,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/PRADA-BUCKLE-SMALL-LEATHER-BAG/14459417/14627108/PRADA/,ITALIST,"{'raw_scrape_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/raw_scrapes', 'filtered_data_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/filtered_data', 'reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports', 'sold_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/sold_report_output', 'price_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/price_report_output', 'archive_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/archives'}"
+298.60%,14627105-14459414,PRADA BUCKLE LEATHER BAG,PRODUCT_PRICE_CHANGE,3982.0,2024-11-30,999.0,2024-11-30,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/PRADA-BUCKLE-LEATHER-BAG/14459414/14627105/PRADA/,ITALIST,"{'raw_scrape_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/raw_scrapes', 'filtered_data_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/filtered_data', 'reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports', 'sold_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/sold_report_output', 'price_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/price_report_output', 'archive_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/archives'}"
+55.56%,14602953-14435262,BACKPACK,PRODUCT_PRICE_CHANGE,1554.0,2024-11-30,999.0,2024-11-30,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/BACKPACKS/BACKPACK/14435262/14602953/PRADA/,ITALIST,"{'raw_scrape_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/raw_scrapes', 'filtered_data_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/filtered_data', 'reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports', 'sold_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/sold_report_output', 'price_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/price_report_output', 'archive_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/archives'}"
+11.61%,14602941-14435250,SHOULDER BAG,PRODUCT_PRICE_CHANGE,1115.0,2024-11-30,999.0,2024-11-30,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/SHOULDER-BAGS/SHOULDER-BAG/14435250/14602941/PRADA/,ITALIST,"{'raw_scrape_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/raw_scrapes', 'filtered_data_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/filtered_data', 'reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports', 'sold_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/sold_report_output', 'price_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/price_report_output', 'archive_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/archives'}"
+126.63%,14586701-14419010,PRADA ARQUÉ LEATHER SHOULDER BAG,PRODUCT_PRICE_CHANGE,2264.0,2024-11-30,999.0,2024-11-30,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/SHOULDER-BAGS/PRADA-ARQUE-LEATHER-SHOULDER-BAG/14419010/14586701/PRADA/,ITALIST,"{'raw_scrape_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/raw_scrapes', 'filtered_data_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/filtered_data', 'reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports', 'sold_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/sold_report_output', 'price_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/price_report_output', 'archive_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/archives'}"
+324.42%,14628464-14460773,CARAMEL LEATHER SHOPPING BAG,PRODUCT_PRICE_CHANGE,4240.0,2024-11-30,999.0,2024-11-30,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/CARAMEL-LEATHER-SHOPPING-BAG/14460773/14628464/PRADA/,ITALIST,"{'raw_scrape_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/raw_scrapes', 'filtered_data_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/filtered_data', 'reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports', 'sold_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/sold_report_output', 'price_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/price_report_output', 'archive_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/archives'}"
+158.26%,14609462-14441771,CLEO SHOULDER BAG,PRODUCT_PRICE_CHANGE,2580.0,2024-11-30,999.0,2024-11-30,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/CLEO-SHOULDER-BAG/14441771/14609462/PRADA/,ITALIST,"{'raw_scrape_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/raw_scrapes', 'filtered_data_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/filtered_data', 'reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports', 'sold_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/sold_report_output', 'price_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/price_report_output', 'archive_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/archives'}"
+11.61%,14598217-14430526,CALF LEATHER POUCH,PRODUCT_PRICE_CHANGE,1115.0,2024-11-30,999.0,2024-11-30,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/LUGGAGE/CALF-LEATHER-POUCH/14430526/14598217/PRADA/,ITALIST,"{'raw_scrape_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/raw_scrapes', 'filtered_data_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/filtered_data', 'reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports', 'sold_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/sold_report_output', 'price_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/price_report_output', 'archive_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/archives'}"
+310.11%,14544713-14377022,CARAMEL LEATHER MEDIUM PRADA BUCKLE HANDBAG,PRODUCT_PRICE_CHANGE,4097.0,2024-11-30,999.0,2024-11-30,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/CARAMEL-LEATHER-MEDIUM-PRADA-BUCKLE-HANDBAG/14377022/14544713/PRADA/,ITALIST,"{'raw_scrape_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/raw_scrapes', 'filtered_data_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/SCRAPE_FILE_OUTPUT/filtered_data', 'reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports', 'sold_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/sold_report_output', 'price_reports_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/reports/price_report_output', 'archive_dir': '/home/ubuntu/Documents/Projects/TDD-scraper/shared_data/archives'}"
